Respondent_ID,Timestamp,Name,Age,Village Name,Caste,caste_id,Education Level,edu_level,Land (Acres),Household Members,Cattle Count,Cattle Type,cattle_type,Primary Crop,primary_crop,Milk Usage,milk_usage,Income Received,income_received,Sangam Account,sangam_account,Monthly Dairy Income,Primary Income Use,income_use,Loan Source,loan_source,Loan Purpose,loan_purpose,Financial Security Felt?,fin_security,Buying Work Items,buy_work_item,Restrictions on Travel?,travel_restrict,Status Shift?,status_shift,State Schemes,Dist to Collection Center,collection_center_dist,Dist to Vet,vet_dist,Dist to Market,mkt_dist,Dist to Bank,bank_dist,Vet Visit Freq,vet_freq,Digital Tool Usage,digital_tool_use,Milking Method,milking_method,Fodder Availability,fodder_availability,Total Cattle,Milking Cattle,Daily Milk Yield (Lts),Decision: HH Exp,spend_decision,Decision: Savings,saving_decision,Challenges Faced,challenges,Leadership Role,org_role,Husband Support?,husband_support
220,12/9/2025 23:25,Anitha,27,Thanda (Tribal),ST,4,10th Class,2,1.5,4,2,Jersey Cow,3,Cotton,1,Both,2,Cash,0,Yes,0,10000,Household Exp,6,MACS,3,House,7,Yes,0,Husband,3,Yes,0,Somewhat,2,No,> 3 km,2,> 5 km,4,> 5 km,4,> 5 km,4,Rarely,1,No,1,Manual,0,Scarce,6,3,2,12,Joint,2,Husband,1,Lack of water,6,Member,0,No,1
221,12/9/2025 23:40,Komuramma,55,Gatla Narsingapur,BC,2,Illiterate,0,2.0,3,2,Buffalo,0,Cotton,1,Sell,0,Cash,0,Yes,0,9000,Food/Groceries,1,Thrift,0,Health,3,Somewhat,2,Joint,0,No,1,Yes,0,Aasara Pension,1-3 km,1,3-5 km,3,3-5 km,3,1-3 km,1,Rarely,1,No,1,Manual,0,Shortage,7,2,2,7,Joint,2,Joint,2,Doctor comes late,1,Member,0,Yes,0
222,12/10/2025 0:10,Radhika,43,Mulukanoor,OC,1,Degree,4,10.0,4,8,HF Cow,2,Paddy,2,Both,2,Cash,0,Yes,0,55000,Asset Purchase,5,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,12,8,60,Self,0,Self,0,Labor shortage,5,Director,2,Yes,0
223,12/9/2025 23:05,Bujjamma,45,Thanda (Tribal),ST,4,Primary,1,1.0,6,3,Buffalo,0,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,16000,Loan Repayment,2,MACS,3,Marriage,8,Yes,0,Self,1,Yes,0,Yes,0,Dalit Bandhu,> 5 km,4,> 5 km,4,> 5 km,4,> 5 km,4,Monthly,5,No,1,Manual,0,Hard to find,3,5,3,20,Self,0,Self,0,Transport difficulty,9,Member,0,Yes,0
224,12/9/2025 23:10,Padma,32,Huzurabad,BC,2,12th Class,3,2.0,4,2,HF Cow,2,Vegetables,3,Sell,0,Cash,0,Yes,0,12500,Crop Investment,3,Thrift,0,Borewell,4,Yes,0,Joint,0,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,11,Joint,2,Joint,2,Fodder not available,2,Member,0,Yes,0
225,12/10/2025 1:05,Rani,39,Huzurabad,BC,2,12th Class,3,1.5,4,2,HF Cow,2,Vegetables,3,Both,2,Cash,0,Yes,0,13000,Crop Investment,3,Thrift,0,Borewell,4,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,12,Self,0,Self,0,Fodder too expensive,3,Member,0,Yes,0
226,12/9/2025 23:40,Komuramma,55,Gatla Narsingapur,BC,2,Illiterate,0,2.0,3,2,Buffalo,0,Cotton,1,Sell,0,Cash,0,Yes,0,9000,Food/Groceries,1,Thrift,0,Health,3,Somewhat,2,Joint,0,No,1,Yes,0,Aasara Pension,1-3 km,1,3-5 km,3,3-5 km,3,1-3 km,1,Rarely,1,No,1,Manual,0,Shortage,7,2,2,7,Joint,2,Joint,2,Doctor comes late,1,Member,0,Yes,0
227,12/9/2025 22:47,Sumanlata,26,Thanda (Tribal),ST,4,Degree,4,1.0,4,4,Mixed,5,Fodder,4,Both,2,Cash,0,Yes,0,14000,Household Exp,6,No,4,Unspecified,0,Yes,0,Self,1,Yes,0,Somewhat,2,Dalit Bandhu,3-5 km,3,3-5 km,3,3-5 km,3,3-5 km,3,Twice a Month,4,Yes,0,Manual,0,Homegrown,4,4,4,24,Self,0,Self,0,Safety concerns,8,Secretary,1,No,1
228,12/9/2025 23:40,Komuramma,55,Gatla Narsingapur,BC,2,Illiterate,0,2.0,3,2,Buffalo,0,Cotton,1,Sell,0,Cash,0,Yes,0,9000,Food/Groceries,1,Thrift,0,Health,3,Somewhat,2,Joint,0,No,1,Yes,0,Aasara Pension,1-3 km,1,3-5 km,3,3-5 km,3,1-3 km,1,Rarely,1,No,1,Manual,0,Shortage,7,2,2,7,Joint,2,Joint,2,Doctor comes late,1,Member,0,Yes,0
229,12/9/2025 23:35,Suvarna,34,Kothapally,SC,3,Primary,1,1.0,4,2,Buffalo,0,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,11000,Loan Repayment,2,Thrift,0,Old Loans,6,Somewhat,2,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,Monthly,5,No,1,Manual,0,Costly,1,3,2,10,Self,0,Self,0,Vet charges too high,11,Member,0,No,1
230,12/10/2025 1:05,Rani,39,Huzurabad,BC,2,12th Class,3,1.5,4,2,HF Cow,2,Vegetables,3,Both,2,Cash,0,Yes,0,13000,Crop Investment,3,Thrift,0,Borewell,4,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,12,Self,0,Self,0,Fodder too expensive,3,Member,0,Yes,0
231,12/10/2025 1:00,Sumathi,28,Thanda (Tribal),ST,4,10th Class,2,1.0,4,3,Jersey Cow,3,Cotton,1,Both,2,Cash,0,Yes,0,11000,Household Exp,6,MACS,3,House,7,Yes,0,Husband,3,Yes,0,Somewhat,2,Dalit Bandhu,> 3 km,2,> 5 km,4,> 5 km,4,> 5 km,4,Rarely,1,No,1,Manual,0,Scarce,6,4,3,16,Husband,1,Husband,1,Lack of water,6,Member,0,No,1
232,12/10/2025 1:15,Nalini,31,Mulukanoor,OC,1,Degree,4,5.0,4,4,Mixed,5,Paddy,2,Sell,0,Cash,0,Yes,0,29000,Asset Purchase,5,Bank,1,Business,9,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,1-3 km,1,1-3 km,1,1-3 km,1,Weekly,3,Yes,0,Machine,1,Good,2,5,4,24,Self,0,Self,0,,15,Member,0,Yes,0
233,12/10/2025 0:05,Shanti,29,Thanda (Tribal),ST,4,12th Class,3,2.0,5,3,Mixed,5,Maize,5,Both,2,Cash,0,Yes,0,15500,Household Exp,6,MACS,3,Crop Investment,1,Yes,0,Self,1,Yes,0,Somewhat,2,,> 3 km,2,> 5 km,4,> 5 km,4,> 5 km,4,Monthly,5,No,1,Manual,0,Homegrown,4,5,3,15,Joint,2,Self,0,Transport difficulty,9,Member,0,Yes,0
234,12/9/2025 23:50,Ramya,22,Mulukanoor,OC,1,Primary,1,6.0,5,5,Mixed,5,Fodder,4,Sell,0,Cash,0,Yes,0,32000,Asset Purchase,5,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,8,5,28,Self,0,Self,0,,15,Member,0,Unmarried,2
235,12/9/2025 22:43,Meenakshi,40,Mulukanoor,OC,1,12th Class,3,2.0,4,1,Cow,6,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,5000,Crop Investment,3,Bank,1,Crop Investment,1,Yes,0,Self,1,No,1,Yes,0,,3-5 km,3,> 5 km,4,1-3 km,1,3-5 km,3,Monthly,5,Yes,0,Manual,0,Shortage,7,10,6,6,Joint,2,Self,0,,15,President,3,Yes,0
236,12/10/2025 0:20,Saritha,25,Kothapally,SC,3,12th Class,3,0.5,3,2,Jersey Cow,3,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,13000,Loan Repayment,2,MACS,3,Health,3,Somewhat,2,Self,1,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Manual,0,Shortage,7,2,2,11,Joint,2,Joint,2,Unaware of subsidies,13,Member,0,Yes,0
237,12/10/2025 0:20,Saritha,25,Kothapally,SC,3,12th Class,3,0.5,3,2,Jersey Cow,3,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,13000,Loan Repayment,2,MACS,3,Health,3,Somewhat,2,Self,1,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Manual,0,Shortage,7,2,2,11,Joint,2,Joint,2,Unaware of subsidies,13,Member,0,Yes,0
238,12/9/2025 23:10,Padma,32,Huzurabad,BC,2,12th Class,3,2.0,4,2,HF Cow,2,Vegetables,3,Sell,0,Cash,0,Yes,0,12500,Crop Investment,3,Thrift,0,Borewell,4,Yes,0,Joint,0,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,11,Joint,2,Joint,2,Fodder not available,2,Member,0,Yes,0
239,12/10/2025 1:05,Rani,39,Huzurabad,BC,2,12th Class,3,1.5,4,2,HF Cow,2,Vegetables,3,Both,2,Cash,0,Yes,0,13000,Crop Investment,3,Thrift,0,Borewell,4,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,12,Self,0,Self,0,Fodder too expensive,3,Member,0,Yes,0
240,12/9/2025 23:20,Kavitha,29,Gatla Narsingapur,BC,2,Degree,4,3.0,5,3,Murrah,1,Paddy,2,Sell,0,Cash,0,Yes,0,21000,Education,0,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Machine,1,Manageable,5,5,3,18,Self,0,Self,0,Low milk price,7,Member,0,Yes,0
241,12/9/2025 22:50,Laxmi,38,Gatla Narsingapur,BC,2,10th Class,2,2.5,4,2,Buffalo,0,Cotton,1,Both,2,Cash,0,Yes,0,14500,Education,0,Thrift,0,Crop Investment,1,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,1-3 km,1,3-5 km,3,3-5 km,3,1-3 km,1,Monthly,5,No,1,Manual,0,Manageable,5,4,2,12,Joint,2,Self,0,High cost of feed,4,Member,0,Yes,0
242,12/10/2025 0:25,Vijayalaxmi,48,Mulukanoor,OC,1,10th Class,2,4.0,5,4,Buffalo,0,Cotton,1,Sell,0,Cash,0,Yes,0,24000,Asset Purchase,5,Thrift,0,Marriage,8,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,6,4,25,Joint,2,Joint,2,,15,Member,0,Yes,0
243,12/10/2025 0:50,Jyothi,35,Mulukanoor,OC,1,12th Class,3,6.0,4,5,Mixed,5,Maize,5,Sell,0,Cash,0,Yes,0,35000,Asset Purchase,5,Bank,1,Crop Investment,1,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,8,5,32,Joint,2,Joint,2,,15,Director,2,Yes,0
244,12/9/2025 23:00,Renuka,24,Mulukanoor,OC,1,Degree,4,5.0,5,4,Mixed,5,Maize,5,Both,2,Cash,0,Yes,0,28000,Asset Purchase,5,No,4,Unspecified,0,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,6,4,22,Self,0,Self,0,,15,Secretary,1,Yes,0
245,12/9/2025 23:10,Padma,32,Huzurabad,BC,2,12th Class,3,2.0,4,2,HF Cow,2,Vegetables,3,Sell,0,Cash,0,Yes,0,12500,Crop Investment,3,Thrift,0,Borewell,4,Yes,0,Joint,0,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,11,Joint,2,Joint,2,Fodder not available,2,Member,0,Yes,0
246,12/9/2025 22:50,Laxmi,38,Gatla Narsingapur,BC,2,10th Class,2,2.5,4,2,Buffalo,0,Cotton,1,Both,2,Cash,0,Yes,0,14500,Education,0,Thrift,0,Crop Investment,1,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,1-3 km,1,3-5 km,3,3-5 km,3,1-3 km,1,Monthly,5,No,1,Manual,0,Manageable,5,4,2,12,Joint,2,Self,0,High cost of feed,4,Member,0,Yes,0
247,12/9/2025 22:47,Sumanlata,26,Thanda (Tribal),ST,4,Degree,4,1.0,4,4,Mixed,5,Fodder,4,Both,2,Cash,0,Yes,0,14000,Household Exp,6,No,4,Unspecified,0,Yes,0,Self,1,Yes,0,Somewhat,2,Dalit Bandhu,3-5 km,3,3-5 km,3,3-5 km,3,3-5 km,3,Twice a Month,4,Yes,0,Manual,0,Homegrown,4,4,4,24,Self,0,Self,0,Safety concerns,8,Secretary,1,No,1
248,12/9/2025 23:15,Narsamma,60,Kothapally,BC,2,Illiterate,0,0.0,1,1,Buffalo,0,Fodder,4,Sell,0,Cash,0,No,1,4500,Food/Groceries,1,No,4,Unspecified,0,No,1,No,4,No,1,Yes,0,Aasara Pension,< 1 km,0,1-3 km,1,1-3 km,1,< 1 km,0,Never,0,No,1,Manual,0,Buy from outside,0,1,1,4,Self,0,Self,0,Animal sickness,0,Member,0,Unmarried,2
249,12/10/2025 1:15,Nalini,31,Mulukanoor,OC,1,Degree,4,5.0,4,4,Mixed,5,Paddy,2,Sell,0,Cash,0,Yes,0,29000,Asset Purchase,5,Bank,1,Business,9,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,1-3 km,1,1-3 km,1,1-3 km,1,Weekly,3,Yes,0,Machine,1,Good,2,5,4,24,Self,0,Self,0,,15,Member,0,Yes,0
250,12/10/2025 0:05,Shanti,29,Thanda (Tribal),ST,4,12th Class,3,2.0,5,3,Mixed,5,Maize,5,Both,2,Cash,0,Yes,0,15500,Household Exp,6,MACS,3,Crop Investment,1,Yes,0,Self,1,Yes,0,Somewhat,2,,> 3 km,2,> 5 km,4,> 5 km,4,> 5 km,4,Monthly,5,No,1,Manual,0,Homegrown,4,5,3,15,Joint,2,Self,0,Transport difficulty,9,Member,0,Yes,0
251,12/10/2025 1:20,Renuka,27,Gatla Narsingapur,BC,2,10th Class,2,2.0,4,3,Buffalo,0,Cotton,1,Both,2,Cash,0,Yes,0,17500,Education,0,Thrift,0,Education,5,Yes,0,Joint,0,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Manual,0,Manageable,5,4,3,15,Joint,2,Joint,2,Low milk price,7,Member,0,Yes,0
252,12/9/2025 23:45,Vani,31,Huzurabad,BC,2,10th Class,2,0.0,4,2,Jersey Cow,3,No crop,0,Sell,0,Bank Transfer,1,Yes,0,13500,Education,0,MACS,3,Education,5,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,Monthly,5,Yes,0,Manual,0,Buy from outside,0,2,2,14,Self,0,Self,0,Fodder too expensive,3,Member,0,Yes,0
253,12/9/2025 23:35,Suvarna,34,Kothapally,SC,3,Primary,1,1.0,4,2,Buffalo,0,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,11000,Loan Repayment,2,Thrift,0,Old Loans,6,Somewhat,2,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,Monthly,5,No,1,Manual,0,Costly,1,3,2,10,Self,0,Self,0,Vet charges too high,11,Member,0,No,1
254,12/9/2025 23:05,Bujjamma,45,Thanda (Tribal),ST,4,Primary,1,1.0,6,3,Buffalo,0,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,16000,Loan Repayment,2,MACS,3,Marriage,8,Yes,0,Self,1,Yes,0,Yes,0,Dalit Bandhu,> 5 km,4,> 5 km,4,> 5 km,4,> 5 km,4,Monthly,5,No,1,Manual,0,Hard to find,3,5,3,20,Self,0,Self,0,Transport difficulty,9,Member,0,Yes,0
255,12/9/2025 23:50,Ramya,22,Mulukanoor,OC,1,Primary,1,6.0,5,5,Mixed,5,Fodder,4,Sell,0,Cash,0,Yes,0,32000,Asset Purchase,5,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,8,5,28,Self,0,Self,0,,15,Member,0,Unmarried,2
256,12/9/2025 23:55,Ellamma,62,Kothapally,SC,3,Illiterate,0,0.0,1,1,Desi Cow,4,No crop,0,Consume,1,Cash,0,No,1,3000,Food/Groceries,1,No,4,Unspecified,0,No,1,Family Member,2,Yes,0,No,1,Aasara Pension,< 1 km,0,> 5 km,4,> 5 km,4,> 5 km,4,Never,0,No,1,Manual,0,Scarce,6,1,0,2,Son,3,Son,3,Animal sickness,0,Member,0,Widow,3
257,12/10/2025 0:10,Radhika,43,Mulukanoor,OC,1,Degree,4,10.0,4,8,HF Cow,2,Paddy,2,Both,2,Cash,0,Yes,0,55000,Asset Purchase,5,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,12,8,60,Self,0,Self,0,Labor shortage,5,Director,2,Yes,0
258,12/9/2025 23:00,Renuka,24,Mulukanoor,OC,1,Degree,4,5.0,5,4,Mixed,5,Maize,5,Both,2,Cash,0,Yes,0,28000,Asset Purchase,5,No,4,Unspecified,0,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,6,4,22,Self,0,Self,0,,15,Secretary,1,Yes,0
259,12/10/2025 1:20,Renuka,27,Gatla Narsingapur,BC,2,10th Class,2,2.0,4,3,Buffalo,0,Cotton,1,Both,2,Cash,0,Yes,0,17500,Education,0,Thrift,0,Education,5,Yes,0,Joint,0,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Manual,0,Manageable,5,4,3,15,Joint,2,Joint,2,Low milk price,7,Member,0,Yes,0
260,12/9/2025 23:25,Anitha,27,Thanda (Tribal),ST,4,10th Class,2,1.5,4,2,Jersey Cow,3,Cotton,1,Both,2,Cash,0,Yes,0,10000,Household Exp,6,MACS,3,House,7,Yes,0,Husband,3,Yes,0,Somewhat,2,No,> 3 km,2,> 5 km,4,> 5 km,4,> 5 km,4,Rarely,1,No,1,Manual,0,Scarce,6,3,2,12,Joint,2,Husband,1,Lack of water,6,Member,0,No,1
261,12/10/2025 1:30,Laxmi,46,Huzurabad,BC,2,Primary,1,1.0,5,2,Jersey Cow,3,Vegetables,3,Both,2,Cash,0,Yes,0,12000,Loan Repayment,2,Thrift,0,Old Loans,6,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,10,Self,0,Self,0,Unaware of subsidies,13,Member,0,Yes,0
262,12/10/2025 0:50,Jyothi,35,Mulukanoor,OC,1,12th Class,3,6.0,4,5,Mixed,5,Maize,5,Sell,0,Cash,0,Yes,0,35000,Asset Purchase,5,Bank,1,Crop Investment,1,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,8,5,32,Joint,2,Joint,2,,15,Director,2,Yes,0
263,12/9/2025 23:20,Kavitha,29,Gatla Narsingapur,BC,2,Degree,4,3.0,5,3,Murrah,1,Paddy,2,Sell,0,Cash,0,Yes,0,21000,Education,0,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Machine,1,Manageable,5,5,3,18,Self,0,Self,0,Low milk price,7,Member,0,Yes,0
264,12/10/2025 0:05,Shanti,29,Thanda (Tribal),ST,4,12th Class,3,2.0,5,3,Mixed,5,Maize,5,Both,2,Cash,0,Yes,0,15500,Household Exp,6,MACS,3,Crop Investment,1,Yes,0,Self,1,Yes,0,Somewhat,2,,> 3 km,2,> 5 km,4,> 5 km,4,> 5 km,4,Monthly,5,No,1,Manual,0,Homegrown,4,5,3,15,Joint,2,Self,0,Transport difficulty,9,Member,0,Yes,0
265,12/10/2025 0:20,Saritha,25,Kothapally,SC,3,12th Class,3,0.5,3,2,Jersey Cow,3,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,13000,Loan Repayment,2,MACS,3,Health,3,Somewhat,2,Self,1,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Manual,0,Shortage,7,2,2,11,Joint,2,Joint,2,Unaware of subsidies,13,Member,0,Yes,0
266,12/9/2025 23:30,Rajeshwari,41,Mulukanoor,OC,1,12th Class,3,8.0,6,6,Mixed,5,Paddy,2,Sell,0,Cash,0,Yes,0,45000,Asset Purchase,5,Bank,1,Business,9,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,10,6,40,Joint,2,Joint,2,Unaware of subsidies,13,Director,2,Yes,0
267,12/9/2025 22:55,Swaroopa,52,Kothapally,SC,3,Illiterate,0,0.5,2,1,Desi Cow,4,No crop,0,Consume,1,Cash,0,No,1,6000,Food/Groceries,1,Private Lender,2,Health,3,Somewhat,2,Family Member,2,Yes,0,No,1,No,> 3 km,2,> 5 km,4,> 5 km,4,> 5 km,4,Rarely,1,No,1,Manual,0,Scarce,6,2,1,5,Husband,1,Husband,1,Doctor comes late,1,Member,0,No,1
268,12/10/2025 0:40,Anjali,23,Huzurabad,BC,2,Degree,4,0.0,3,2,HF Cow,2,No crop,0,Sell,0,Cash,0,Yes,0,14500,Savings,4,Bank,1,Education,5,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,Monthly,5,Yes,0,Manual,0,Buy from outside,0,2,2,13,Self,0,Self,0,Unaware of Insurance,10,Member,0,Unmarried,2
269,12/9/2025 23:35,Suvarna,34,Kothapally,SC,3,Primary,1,1.0,4,2,Buffalo,0,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,11000,Loan Repayment,2,Thrift,0,Old Loans,6,Somewhat,2,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,Monthly,5,No,1,Manual,0,Costly,1,3,2,10,Self,0,Self,0,Vet charges too high,11,Member,0,No,1
270,12/9/2025 22:50,Laxmi,38,Gatla Narsingapur,BC,2,10th Class,2,2.5,4,2,Buffalo,0,Cotton,1,Both,2,Cash,0,Yes,0,14500,Education,0,Thrift,0,Crop Investment,1,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,1-3 km,1,3-5 km,3,3-5 km,3,1-3 km,1,Monthly,5,No,1,Manual,0,Manageable,5,4,2,12,Joint,2,Self,0,High cost of feed,4,Member,0,Yes,0
271,12/10/2025 0:10,Radhika,43,Mulukanoor,OC,1,Degree,4,10.0,4,8,HF Cow,2,Paddy,2,Both,2,Cash,0,Yes,0,55000,Asset Purchase,5,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,12,8,60,Self,0,Self,0,Labor shortage,5,Director,2,Yes,0
272,12/10/2025 0:25,Vijayalaxmi,48,Mulukanoor,OC,1,10th Class,2,4.0,5,4,Buffalo,0,Cotton,1,Sell,0,Cash,0,Yes,0,24000,Asset Purchase,5,Thrift,0,Marriage,8,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,6,4,25,Joint,2,Joint,2,,15,Member,0,Yes,0
273,12/9/2025 23:20,Kavitha,29,Gatla Narsingapur,BC,2,Degree,4,3.0,5,3,Murrah,1,Paddy,2,Sell,0,Cash,0,Yes,0,21000,Education,0,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Machine,1,Manageable,5,5,3,18,Self,0,Self,0,Low milk price,7,Member,0,Yes,0
274,12/10/2025 0:30,Bhavani,30,Gatla Narsingapur,BC,2,Degree,4,3.0,4,3,Murrah,1,Paddy,2,Sell,0,Cash,0,Yes,0,20000,Education,0,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,3-5 km,3,3-5 km,3,3-5 km,3,Monthly,5,Yes,0,Machine,1,Manageable,5,4,3,17,Self,0,Self,0,Low milk price,7,Member,0,Yes,0
275,12/9/2025 23:50,Ramya,22,Mulukanoor,OC,1,Primary,1,6.0,5,5,Mixed,5,Fodder,4,Sell,0,Cash,0,Yes,0,32000,Asset Purchase,5,Bank,1,Tractor,2,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,8,5,28,Self,0,Self,0,,15,Member,0,Unmarried,2
276,12/9/2025 23:30,Rajeshwari,41,Mulukanoor,OC,1,12th Class,3,8.0,6,6,Mixed,5,Paddy,2,Sell,0,Cash,0,Yes,0,45000,Asset Purchase,5,Bank,1,Business,9,Yes,0,Self,1,No,1,Yes,0,Rythu Bandhu,< 1 km,0,< 1 km,0,1-3 km,1,< 1 km,0,Weekly,3,Yes,0,Machine,1,Good,2,10,6,40,Joint,2,Joint,2,Unaware of subsidies,13,Director,2,Yes,0
277,12/9/2025 22:43,Meenakshi,40,Mulukanoor,OC,1,12th Class,3,2.0,4,1,Cow,6,Cotton,1,Sell,0,Bank Transfer,1,Yes,0,5000,Crop Investment,3,Bank,1,Crop Investment,1,Yes,0,Self,1,No,1,Yes,0,,3-5 km,3,> 5 km,4,1-3 km,1,3-5 km,3,Monthly,5,Yes,0,Manual,0,Shortage,7,10,6,6,Joint,2,Self,0,,15,President,3,Yes,0
278,12/10/2025 1:05,Rani,39,Huzurabad,BC,2,12th Class,3,1.5,4,2,HF Cow,2,Vegetables,3,Both,2,Cash,0,Yes,0,13000,Crop Investment,3,Thrift,0,Borewell,4,Yes,0,Self,1,No,1,Yes,0,,1-3 km,1,1-3 km,1,1-3 km,1,1-3 km,1,On Call,2,Yes,0,Manual,0,Shortage,7,3,2,12,Self,0,Self,0,Fodder too expensive,3,Member,0,Yes,0
